match_id;comp_id;category;a1s1;a1s2;a1s3;a1s4;a1s5;points1;a2s1;a2s2;a2s3;a2s4;a2s5;points2;comp_round;old_elo1;new_elo1;old_elo2;new_elo2;athlete1_id;athlete2_id;winner_id;athlete_name1;athlete_name2;winner
mp000457;NCI2021CRO;W;;;;;;6;;;;;;0;Quarterfinals;1297,257987;1301,196157;956,1293451;952,1911757;CRO00055;CRO00048;CRO00055;MRNJAVCIC PEREGLIN Valentina;PETAK Petra;MRNJAVCIC PEREGLIN Valentina
mp000458;NCI2021CRO;W;;;;;;6;;;;;;0;Quarterfinals;1111,011215;1122,952973;1020,921366;1008,979609;CRO00043;CRO00046;CRO00043;BARTOLOVIC Karla;POPOVIC-GECAN Iva;BARTOLOVIC Karla
mp000459;NCI2021CRO;W;;;;;;5;;;;;;1;Quarterfinals;1162,23878;1171,155348;996,9977271;988,0811587;CRO00042;CRO00065;CRO00042;OBOROVECKI Mihaela;MILCETIC Martina;OBOROVECKI Mihaela
mp000460;NCI2021CRO;W;;;;;;6;;;;;;2;Quarterfinals;966,3314677;984,3919676;1011,324496;993,263996;CRO00066;CRO00050;CRO00066;GRDISA Maja;PENEZIC Ema;GRDISA Maja
mp000461;NCI2021CRO;M;;;;;;5;;;;;;1;Semifinals;1257,38269;1267,026307;1111,318073;1101,674455;CRO00021;CRO00044;CRO00021;PEREGLIN Domagoj;BLAGEC Petar;PEREGLIN Domagoj
mp000462;NCI2021CRO;M;;;;;;6;;;;;;4;Semifinals;1205,7105;1214,373058;1033,547655;1024,885097;CRO00036;CRO00011;CRO00036;OBOROVECKI Martin;TIJAN Zeljko;OBOROVECKI Martin
mp000463;NCI2021CRO;W;;;;;;5;;;;;;1;Semifinals;1301,196157;1309,639375;1122,952973;1114,509755;CRO00055;CRO00043;CRO00055;MRNJAVCIC PEREGLIN Valentina;BARTOLOVIC Karla;MRNJAVCIC PEREGLIN Valentina
mp000464;NCI2021CRO;W;;;;;;6;;;;;;2;Semifinals;1171,155348;1179,297271;984,3919676;976,2500447;CRO00042;CRO00066;CRO00042;OBOROVECKI Mihaela;GRDISA Maja;OBOROVECKI Mihaela
mp000465;NCI2021CRO;M;;;;;;5;;;;;;1;Bronze Final;1101,674455;1114,194652;1024,885097;1012,3649;CRO00044;CRO00011;CRO00044;BLAGEC Petar;TIJAN Zeljko;BLAGEC Petar
mp000466;NCI2021CRO;W;;;;;;6;;;;;;2;Bronze Final;1114,509755;1124,458748;976,2500447;966,3010513;CRO00043;CRO00066;CRO00043;BARTOLOVIC Karla;GRDISA Maja;BARTOLOVIC Karla
mp000467;NCI2021CRO;M;;;;;;5;;;;;;1;Gold Final;1267,026307;1280,61993;1214,373058;1200,779435;CRO00021;CRO00036;CRO00021;PEREGLIN Domagoj;OBOROVECKI Martin;PEREGLIN Domagoj
mp000468;NCI2021CRO;W;;;;;;6;;;;;;2;Gold Final;1309,639375;1319,903499;1179,297271;1169,033147;CRO00055;CRO00042;CRO00055;MRNJAVCIC PEREGLIN Valentina;OBOROVECKI Mihaela;MRNJAVCIC PEREGLIN Valentina
mp000469;NJCI2021CRO;C;;;;;;6;;;;;;4;Round of 16;965,2118477;981,4592114;970,5837084;954,3363448;CRO00109;CRO00073;CRO00109;GASPAROVIC Ema;HOTI Afrdita;GASPAROVIC Ema
mp000470;NJCI2021CRO;C;;;;;;5;;;;;;1;Round of 16;980,3287291;996,5855909;985,906891;969,6500292;CRO00111;CRO00110;CRO00111;DOMGJONI Leonard;TOMIC Marko;DOMGJONI Leonard
mp000471;NJCI2021CRO;J;;;;;;5;;;;;;1;Quarterfinals;950,2295573;966,3711304;953,3038586;937,1622854;CRO00115;CRO00112;CRO00115;HOTI Valentina;VUK Patrick;HOTI Valentina
mp000472;NJCI2021CRO;J;;;;;;5;;;;;;3;Quarterfinals;988,0811587;1003,162945;968,1204758;953,0386892;CRO00065;CRO00045;CRO00065;MILCETIC Martina;NOVOSEL Josip;MILCETIC Martina
mp000473;NJCI2021CRO;C;;;;;;6;;;;;;0;Quarterfinals;1114,194652;1124,362962;981,4592114;971,2909017;CRO00044;CRO00109;CRO00044;BLAGEC Petar;GASPAROVIC Ema;BLAGEC Petar
mp000474;NJCI2021CRO;C;;;;;;3;;;;;;5;Quarterfinals;952,1911757;934,446405;914,1527022;931,8974729;CRO00048;CRO00049;CRO00049;PETAK Petra;CUK Stela;CUK Stela
mp000475;NJCI2021CRO;C;;;;;;5q;;;;;;5;Quarterfinals;993,7480495;1009,87872;996,5855909;980,4549202;CRO00107;CRO00111;CRO00107;STEHEC SUSAC Fran;DOMGJONI Leonard;STEHEC SUSAC Fran
mp000476;NJCI2021CRO;C;;;;;;4;;;;;;6;Quarterfinals;1012,346046;995,4681673;993,263996;1010,141874;CRO00106;CRO00050;CRO00050;ZUPANIC Fran;PENEZIC Ema;PENEZIC Ema
mp000477;NJCI2021CRO;J;;;;;;6;;;;;;0;Semifinals;1124,458748;1133,642576;966,3711304;957,1873025;CRO00043;CRO00115;CRO00043;BARTOLOVIC Karla;HOTI Valentina;BARTOLOVIC Karla
mp000478;NJCI2021CRO;J;;;;;;1;;;;;;5;Semifinals;1008,979609;992,7117664;1003,162945;1019,430788;CRO00046;CRO00065;CRO00065;POPOVIC-GECAN Iva;MILCETIC Martina;MILCETIC Martina
mp000479;NJCI2021CRO;C;;;;;;6;;;;;;0;Semifinals;1124,362962;1132,307243;931,8974729;923,9531916;CRO00044;CRO00049;CRO00044;BLAGEC Petar;CUK Stela;BLAGEC Petar
mp000480;NJCI2021CRO;C;;;;;;5;;;;;;1;Semifinals;1009,87872;1025,890839;1010,141874;994,1297556;CRO00107;CRO00050;CRO00107;STEHEC SUSAC Fran;PENEZIC Ema;STEHEC SUSAC Fran
mp000481;NJCI2021CRO;J;;;;;;1;;;;;;5;Bronze Final;957,1873025;942,8175871;992,7117664;1007,081482;CRO00115;CRO00046;CRO00046;HOTI Valentina;POPOVIC-GECAN Iva;POPOVIC-GECAN Iva
mp000482;NJCI2021CRO;C;;;;;;6;;;;;;0;Bronze Final;923,9531916;943,141698;994,1297556;974,9412492;CRO00049;CRO00050;CRO00049;CUK Stela;PENEZIC Ema;CUK Stela
mp000483;NJCI2021CRO;J;;;;;;6;;;;;;4;Gold Final;1133,642576;1144,564539;1019,430788;1008,508825;CRO00043;CRO00065;CRO00043;BARTOLOVIC Karla;MILCETIC Martina;BARTOLOVIC Karla
mp000484;NJCI2021CRO;C;;;;;;6;;;;;;4;Gold Final;1132,307243;1143,554296;1025,890839;1014,643785;CRO00044;CRO00107;CRO00044;BLAGEC Petar;STEHEC SUSAC Fran;BLAGEC Petar
mp000485;LT2021RUS;M;;;;;;6;;;;;;0;Quarterfinals;979,4545343;997,8116285;1031,013356;1012,656262;RUS00051;RUS00068;RUS00051;AVDEEV Iakov;SHCHERBAKOV Semen;AVDEEV Iakov
mp000486;LT2021RUS;M;;;;;;6;;;;;;2;Quarterfinals;1118,873693;1132,12202;1058,522105;1045,273777;RUS00064;RUS00029;RUS00064;SHABURIN Semen;TERTYCHNYY Andrey;SHABURIN Semen
mp000487;LT2021RUS;M;;;;;;6;;;;;;0;Quarterfinals;999,9940622;1015,994336;1000;983,9997266;RUS00063;RUS00115;RUS00063;SERGEEV Ilia;VOROBEV Aleksandr;SERGEEV Ilia
mp000488;LT2021RUS;M;;;;;;6;;;;;;2;Quarterfinals;987,3253529;1003,908783;1000;983,4165697;RUS00057;RUS00041;RUS00057;SIMASHEV Fedor;LIBER Vladislav;SIMASHEV Fedor
mp000489;LT2021RUS;W;;;;;;6;;;;;;4;Quarterfinals;1057,999346;1070,680576;984,8720965;972,190867;RUS00043;RUS00067;RUS00043;MANTSUROVA Linda;KLIMOVA Anastasia;MANTSUROVA Linda
mp000490;LT2021RUS;W;;;;;;2;;;;;;6;Quarterfinals;1005,508468;987,772692;967,6676526;985,4034285;RUS00072;RUS00018;RUS00018;ZHURAVLEVA Anna;KLIMOVA Olga;KLIMOVA Olga
mp000491;LT2021RUS;W;;;;;;6;;;;;;0;Quarterfinals;1069,387112;1082,233533;1000;987,1535789;RUS00052;RUS00118;RUS00052;KOCHETOVA Lolita;SAFOSHKINA Irina;KOCHETOVA Lolita
mp000492;LT2021RUS;W;;;;;;5;;;;;;1;Quarterfinals;1000;1016;1000;984;RUS00116;RUS00038;RUS00116;IVANENKO Inna;NIKOLAEVA Varvara;IVANENKO Inna
mp000493;LT2021RUS;M;;;;;;5;;;;;;1;Semifinals;997,8116285;1019,706109;1132,12202;1110,22754;RUS00051;RUS00064;RUS00051;AVDEEV Iakov;SHABURIN Semen;AVDEEV Iakov
mp000494;LT2021RUS;M;;;;;;5;;;;;;3;Semifinals;1015,994336;1031,438;1003,908783;988,4651191;RUS00063;RUS00057;RUS00063;SERGEEV Ilia;SIMASHEV Fedor;SERGEEV Ilia
mp000495;LT2021RUS;W;;;;;;1;;;;;;5;Semifinals;1070,680576;1050,830426;985,4034285;1005,253578;RUS00043;RUS00018;RUS00018;MANTSUROVA Linda;KLIMOVA Olga;KLIMOVA Olga
mp000496;LT2021RUS;W;;;;;;6;;;;;;4;Semifinals;1082,233533;1095,219786;1016;1003,013747;RUS00052;RUS00116;RUS00052;KOCHETOVA Lolita;IVANENKO Inna;KOCHETOVA Lolita
mp000497;LT2021RUS;M;;;;;;6;;;;;;0;Bronze Final;1110,22754;1120,838999;988,4651191;977,8536599;RUS00064;RUS00057;RUS00064;SHABURIN Semen;SIMASHEV Fedor;SHABURIN Semen
mp000498;LT2021RUS;W;;;;;;6;;;;;;0;Bronze Final;1050,830426;1064,642185;1003,013747;989,2019875;RUS00043;RUS00116;RUS00043;MANTSUROVA Linda;IVANENKO Inna;MANTSUROVA Linda
mp000499;LT2021RUS;M;;;;;;6;;;;;;0;Gold Final;1019,706109;1036,246177;1031,438;1014,897931;RUS00051;RUS00063;RUS00051;AVDEEV Iakov;SERGEEV Ilia;AVDEEV Iakov
mp000500;LT2021RUS;W;;;;;;1;;;;;;5;Gold Final;1005,253578;993,3064926;1095,219786;1107,166872;RUS00018;RUS00052;RUS00052;KLIMOVA Olga;KOCHETOVA Lolita;KOCHETOVA Lolita
mp000501;NJC2021CRO;C;;;;;;6;;;;;;0;Round of 16;1000;1013,909136;954,3363448;940,4272085;CRO00052;CRO00073;CRO00052;HAC Pavao;HOTI Afrdita;HAC Pavao
mp000502;NJC2021CRO;J;;;;;;0;;;;;;6;Quarterfinals;954,7223271;937,9143452;937,1622854;953,9702674;CRO00084;CRO00112;CRO00112;CUKMAN Antonela;VUK Patrick;VUK Patrick
mp000503;NJC2021CRO;J;;;;;;5;;;;;;3;Quarterfinals;980,4549202;997,3540561;1000;983,1008641;CRO00111;CRO00072;CRO00111;DOMGJONI Leonard;ANTOLIC Dorotea;DOMGJONI Leonard
mp000504;NJC2021CRO;C;;;;;;5;;;;;;3;Quarterfinals;1143,554296;1153,846411;1013,909136;1003,617022;CRO00044;CRO00052;CRO00044;BLAGEC Petar;HAC Pavao;BLAGEC Petar
mp000505;NJC2021CRO;C;;;;;;4;;;;;;6;Quarterfinals;969,6500292;953,8936801;974,9412492;990,6975983;CRO00110;CRO00050;CRO00050;TOMIC Marko;PENEZIC Ema;PENEZIC Ema
mp000506;NJC2021CRO;C;;;;;;3;;;;;;5;Quarterfinals;934,446405;922,0754064;1014,643785;1027,014784;CRO00048;CRO00107;CRO00107;PETAK Petra;STEHEC SUSAC Fran;STEHEC SUSAC Fran
mp000507;NJC2021CRO;C;;;;;;1;;;;;;5;Quarterfinals;943,141698;929,5333651;995,4681673;1009,0765;CRO00049;CRO00106;CRO00106;CUK Stela;ZUPANIC Fran;ZUPANIC Fran
mp000508;NJC2021CRO;J;;;;;;5;;;;;;3;Semifinals;1007,081482;1020,654495;953,9702674;940,3972539;CRO00046;CRO00112;CRO00046;POPOVIC-GECAN Iva;VUK Patrick;POPOVIC-GECAN Iva
mp000509;NJC2021CRO;J;;;;;;6;;;;;;2;Semifinals;1144,564539;1154,163774;997,3540561;987,7548208;CRO00043;CRO00111;CRO00043;BARTOLOVIC Karla;DOMGJONI Leonard;BARTOLOVIC Karla
mp000510;NJC2021CRO;C;;;;;;6;;;;;;4;Semifinals;1153,846411;1162,840652;990,6975983;981,7033571;CRO00044;CRO00050;CRO00044;BLAGEC Petar;PENEZIC Ema;BLAGEC Petar
mp000511;NJC2021CRO;C;;;;;;3;;;;;;5;Semifinals;1027,014784;1010,189429;1009,0765;1025,901855;CRO00107;CRO00106;CRO00106;STEHEC SUSAC Fran;ZUPANIC Fran;ZUPANIC Fran
mp000512;NJC2021CRO;J;;;;;;6;;;;;;2;Bronze Final;940,3972539;958,5647435;987,7548208;969,5873312;CRO00112;CRO00111;CRO00112;VUK Patrick;DOMGJONI Leonard;VUK Patrick
mp000513;NJC2021CRO;C;;;;;;6;;;;;;0;Bronze Final;981,7033571;999,0122576;1010,189429;992,8805283;CRO00050;CRO00107;CRO00050;PENEZIC Ema;STEHEC SUSAC Fran;PENEZIC Ema
mp000514;NJC2021CRO;J;;;;;;3;;;;;;5;Gold Final;1020,654495;1010,517063;1154,163774;1164,301207;CRO00046;CRO00043;CRO00043;POPOVIC-GECAN Iva;BARTOLOVIC Karla;BARTOLOVIC Karla
mp000515;NJC2021CRO;C;;;;;;5;;;;;;1;Gold Final;1162,840652;1172,84185;1025,901855;1015,900657;CRO00044;CRO00106;CRO00044;BLAGEC Petar;ZUPANIC Fran;BLAGEC Petar
mp000516;CC2021VTR;M;;;;;;5;;;;;;3;Round of 16;1200,779435;1207,581437;973,287711;966,4857094;CRO00036;CZE00044;CRO00036;OBOROVECKI Martin;VYSKOCIL Denis;OBOROVECKI Martin
mp000517;CC2021VTR;M;;;;;;3;;;;;;5;Round of 16;1014,897931;998,9441085;1015,900657;1031,85448;RUS00063;CRO00106;CRO00106;SERGEEV Ilia;ZUPANIC Fran;ZUPANIC Fran
mp000518;CC2021VTR;M;;;;;;5;;;;;;1;Round of 16;1045,273777;1059,200564;1000;986,0732132;RUS00029;RUS00127;RUS00029;TERTYCHNYY Andrey;STRIZHKO Aleksei;TERTYCHNYY Andrey
mp000519;CC2021VTR;M;;;;;;6;;;;;;0;Round of 16;984,7363068;1008,641195;1172,84185;1148,936962;CZE00028;CRO00044;CZE00028;NEDELNIK Jan;BLAGEC Petar;NEDELNIK Jan
mp000520;CC2021VTR;M;;;;;;6;;;;;;4;Round of 16;1280,61993;1285,610307;987,2658852;982,2755077;CRO00021;CZE00031;CRO00021;PEREGLIN Domagoj;NEDELNIK Josef;PEREGLIN Domagoj
mp000521;CC2021VTR;M;;;;;;2;;;;;;6;Round of 16;977,8536599;963,4982607;1013,692284;1028,047683;RUS00057;CRO00025;CRO00025;SIMASHEV Fedor;KAJFES Marijan;KAJFES Marijan
mp000522;CC2021VTR;M;;;;;;5;;;;;;3;Round of 16;1036,246177;1049,858113;983,9997266;970,3877909;RUS00051;RUS00115;RUS00051;AVDEEV Iakov;VOROBEV Aleksandr;AVDEEV Iakov
mp000523;CC2021VTR;M;;;;;;5;;;;;;1;Round of 16;1120,838999;1131,999807;1012,3649;1001,204093;RUS00064;CRO00011;RUS00064;SHABURIN Semen;TIJAN Zeljko;SHABURIN Semen
mp000524;CC2021VTR;W;;;;;;5;;;;;;1;Round of 16;1319,903499;1323,712637;972,190867;968,3817285;CRO00055;RUS00067;CRO00055;MRNJAVCIC PEREGLIN Valentina;KLIMOVA Anastasia;MRNJAVCIC PEREGLIN Valentina
mp000525;CC2021VTR;W;;;;;;3;;;;;;5;Round of 16;1064,642185;1045,655258;999,0122576;1017,999185;RUS00043;CRO00050;CRO00050;MANTSUROVA Linda;PENEZIC Ema;PENEZIC Ema
mp000526;CC2021VTR;W;;;;;;6;;;;;;0;Round of 16;1164,301207;1172,857393;989,2019875;980,6458014;CRO00043;RUS00116;CRO00043;BARTOLOVIC Karla;IVANENKO Inna;BARTOLOVIC Karla
mp000527;CC2021VTR;W;;;;;;6;;;;;;0;Round of 16;1010,517063;1026,032882;1000;984,4841808;CRO00046;RUS00120;CRO00046;POPOVIC-GECAN Iva;GOLOVCHENKO Aleksandra;POPOVIC-GECAN Iva
mp000528;CC2021VTR;W;;;;;;6;;;;;;0;Round of 16;1015,2538;1030,551788;1000;984,7020125;CRO00004;RUS00121;CRO00004;KOMAR Sanja;DENISOVA Sofiya;KOMAR Sanja
mp000529;CC2021VTR;W;;;;;;6;;;;;;2;Round of 16;993,3064926;1007,063456;944,2766663;930,5197032;RUS00018;CZE00038;RUS00018;KLIMOVA Olga;HYNKOVA Karolina;KLIMOVA Olga
mp000530;CC2021VTR;W;;;;;;5;;;;;;1;Round of 16;1169,033147;1175,472265;929,5333651;923,0942472;CRO00042;CRO00049;CRO00042;OBOROVECKI Mihaela;CUK Stela;OBOROVECKI Mihaela
mp000531;CC2021VTR;W;;;;;;5;;;;;;1;Round of 16;922,0754064;941,0378025;987,1535789;968,1911828;CRO00048;RUS00118;CRO00048;PETAK Petra;SAFOSHKINA Irina;PETAK Petra
mp000532;CC2021VTR;M;;;;;;6;;;;;;0;Quarterfinals;1207,581437;1216,114991;1031,85448;1023,320926;CRO00036;CRO00106;CRO00036;OBOROVECKI Martin;ZUPANIC Fran;OBOROVECKI Martin
mp000533;CC2021VTR;M;;;;;;5;;;;;;1;Quarterfinals;1059,200564;1072,888517;1008,641195;994,9532425;RUS00029;CZE00028;RUS00029;TERTYCHNYY Andrey;NEDELNIK Jan;TERTYCHNYY Andrey
mp000534;CC2021VTR;M;;;;;;5;;;;;;1;Quarterfinals;1285,610307;1291,531189;1028,047683;1022,126802;CRO00021;CRO00025;CRO00021;PEREGLIN Domagoj;KAJFES Marijan;PEREGLIN Domagoj
mp000535;CC2021VTR;M;;;;;;6;;;;;;4;Quarterfinals;1049,858113;1069,571938;1131,999807;1112,285981;RUS00051;RUS00064;RUS00051;AVDEEV Iakov;SHABURIN Semen;AVDEEV Iakov
mp000536;CC2021VTR;W;;;;;;5;;;;;;1;Quarterfinals;1323,712637;1328,410617;1017,999185;1013,301205;CRO00055;CRO00050;CRO00055;MRNJAVCIC PEREGLIN Valentina;PENEZIC Ema;MRNJAVCIC PEREGLIN Valentina
mp000537;CC2021VTR;W;;;;;;5;;;;;;3;Quarterfinals;1172,857393;1182,471565;1026,032882;1016,41871;CRO00043;CRO00046;CRO00043;BARTOLOVIC Karla;POPOVIC-GECAN Iva;BARTOLOVIC Karla
mp000538;CC2021VTR;W;;;;;;5q;;;;;;5;Quarterfinals;1030,551788;1045,471755;1007,063456;992,1434885;CRO00004;RUS00018;CRO00004;KOMAR Sanja;KLIMOVA Olga;KOMAR Sanja
mp000539;CC2021VTR;W;;;;;;4;;;;;;6;Quarterfinals;1175,472265;1150,062664;941,0378025;966,4474037;CRO00042;CRO00048;CRO00048;OBOROVECKI Mihaela;PETAK Petra;PETAK Petra
mp000540;CC2021VTR;M;;;;;;6;;;;;;2;Semifinals;1216,114991;1225,869038;1072,888517;1063,13447;CRO00036;RUS00029;CRO00036;OBOROVECKI Martin;TERTYCHNYY Andrey;OBOROVECKI Martin
mp000541;CC2021VTR;M;;;;;;3;;;;;;5;Semifinals;1291,531189;1266,505331;1069,571938;1094,597795;CRO00021;RUS00051;RUS00051;PEREGLIN Domagoj;AVDEEV Iakov;AVDEEV Iakov
mp000542;CC2021VTR;W;;;;;;6;;;;;;0;Semifinals;1328,410617;1338,059105;1182,471565;1172,823076;CRO00055;CRO00043;CRO00055;MRNJAVCIC PEREGLIN Valentina;BARTOLOVIC Karla;MRNJAVCIC PEREGLIN Valentina
mp000543;CC2021VTR;W;;;;;;4;;;;;;6;Semifinals;1045,471755;1025,894033;966,4474037;986,0251251;CRO00004;CRO00048;CRO00048;KOMAR Sanja;PETAK Petra;PETAK Petra
mp000544;CC2021VTR;M;;;;;;6;;;;;;4;Bronze Final;1063,13447;1087,55914;1266,505331;1242,080661;RUS00029;CRO00021;RUS00029;TERTYCHNYY Andrey;PEREGLIN Domagoj;TERTYCHNYY Andrey
mp000545;CC2021VTR;W;;;;;;5;;;;;;6;Bronze Final;1172,823076;1150,433202;1025,894033;1048,283908;CRO00043;CRO00004;CRO00004;BARTOLOVIC Karla;KOMAR Sanja;KOMAR Sanja
mp000546;CC2021VTR;M;;;;;;6;;;;;;0;Gold Final;1225,869038;1236,095908;1094,597795;1084,370925;CRO00036;RUS00051;CRO00036;OBOROVECKI Martin;AVDEEV Iakov;OBOROVECKI Martin
mp000547;CC2021VTR;W;;;;;;6;;;;;;0;Gold Final;1338,059105;1341,785556;986,0251251;982,2986744;CRO00055;CRO00048;CRO00055;MRNJAVCIC PEREGLIN Valentina;PETAK Petra;MRNJAVCIC PEREGLIN Valentina
mp000548;NC2021CRO;M;;;;;;6;;;;;;0;Round of 16;953,8936801;969,8543063;953,0386892;937,0780629;CRO00110;CRO00045;CRO00110;TOMIC Marko;NOVOSEL Josip;TOMIC Marko
mp000549;NC2021CRO;M;;;;;;6;;;;;;0;Round of 16;992,8805283;1008,503423;984,6902654;969,0673711;CRO00107;CRO00127;CRO00107;STEHEC SUSAC Fran;MRNAREVIC Mirko;STEHEC SUSAC Fran
mp000550;NC2021CRO;M;;;;;;6;;;;;;0;Round of 16;1023,320926;1038,4145;1003,617022;988,5234484;CRO00106;CRO00052;CRO00106;ZUPANIC Fran;HAC Pavao;ZUPANIC Fran
mp000551;NC2021CRO;W;;;;;;2;;;;;;6;Round of 16;923,0942472;911,1575352;1013,301205;1025,237917;CRO00049;CRO00050;CRO00050;CUK Stela;PENEZIC Ema;PENEZIC Ema
mp000552;NC2021CRO;W;;;;;;6;;;;;;0;Round of 16;982,2986744;998,3356166;983,1008641;967,063922;CRO00048;CRO00072;CRO00048;PETAK Petra;ANTOLIC Dorotea;PETAK Petra
mp000553;NC2021CRO;W;;;;;;5q;;;;;;5;Round of 16;966,3010513;981,1117146;940,4272085;925,6165451;CRO00066;CRO00073;CRO00066;GRDISA Maja;HOTI Afrdita;GRDISA Maja
mp000554;NC2021CRO;M;;;;;;6;;;;;;2;Quarterfinals;1236,095908;1241,779497;969,8543063;964,1707174;CRO00036;CRO00110;CRO00036;OBOROVECKI Martin;TOMIC Marko;OBOROVECKI Martin
mp000555;NC2021CRO;M;;;;;;4;;;;;;6;Quarterfinals;1148,936962;1127,343348;1022,126802;1043,720416;CRO00044;CRO00025;CRO00025;BLAGEC Petar;KAJFES Marijan;KAJFES Marijan
mp000556;NC2021CRO;M;;;;;;5;;;;;;1;Quarterfinals;1242,080661;1248,696921;1008,503423;1001,887163;CRO00021;CRO00107;CRO00021;PEREGLIN Domagoj;STEHEC SUSAC Fran;PEREGLIN Domagoj
mp000557;NC2021CRO;M;;;;;;2;;;;;;6;Quarterfinals;1001,204093;986,9111731;1038,4145;1052,707419;CRO00011;CRO00106;CRO00106;TIJAN Zeljko;ZUPANIC Fran;ZUPANIC Fran
mp000558;NC2021CRO;W;;;;;;6;;;;;;4;Quarterfinals;1016,41871;1032,824762;1025,237917;1008,831864;CRO00046;CRO00050;CRO00046;POPOVIC-GECAN Iva;PENEZIC Ema;POPOVIC-GECAN Iva
mp000559;NC2021CRO;W;;;;;;6;;;;;;2;Quarterfinals;1048,283908;1068,857041;1150,433202;1129,860069;CRO00004;CRO00043;CRO00004;KOMAR Sanja;BARTOLOVIC Karla;KOMAR Sanja
mp000560;NC2021CRO;W;;;;;;6;;;;;;2;Quarterfinals;1341,785556;1345,67781;998,3356166;994,4433626;CRO00055;CRO00048;CRO00055;MRNJAVCIC PEREGLIN Valentina;PETAK Petra;MRNJAVCIC PEREGLIN Valentina
mp000561;NC2021CRO;W;;;;;;6;;;;;;2;Quarterfinals;1150,062664;1158,842522;981,1117146;972,3318565;CRO00042;CRO00066;CRO00042;OBOROVECKI Mihaela;GRDISA Maja;OBOROVECKI Mihaela
mp000562;NC2021CRO;M;;;;;;6;;;;;;4;Semifinals;1241,779497;1249,533045;1043,720416;1035,966868;CRO00036;CRO00025;CRO00036;OBOROVECKI Martin;KAJFES Marijan;OBOROVECKI Martin
mp000563;NC2021CRO;M;;;;;;6;;;;;;2;Semifinals;1248,696921;1256,520674;1052,707419;1044,883666;CRO00021;CRO00106;CRO00021;PEREGLIN Domagoj;ZUPANIC Fran;PEREGLIN Domagoj
mp000564;NC2021CRO;W;;;;;;4;;;;;;6;Semifinals;1032,824762;1018,478187;1068,857041;1083,203617;CRO00046;CRO00004;CRO00004;POPOVIC-GECAN Iva;KOMAR Sanja;KOMAR Sanja
mp000565;NC2021CRO;W;;;;;;5q;;;;;;5;Semifinals;1345,67781;1353,81722;1158,842522;1150,703111;CRO00055;CRO00042;CRO00055;MRNJAVCIC PEREGLIN Valentina;OBOROVECKI Mihaela;MRNJAVCIC PEREGLIN Valentina
mp000566;NC2021CRO;M;;;;;;3;;;;;;5;Bronze Final;1035,966868;1020,377411;1044,883666;1060,473122;CRO00025;CRO00106;CRO00106;KAJFES Marijan;ZUPANIC Fran;ZUPANIC Fran
mp000567;NC2021CRO;W;;;;;;1;;;;;;5;Bronze Final;1018,478187;1008,289479;1150,703111;1160,891819;CRO00046;CRO00042;CRO00042;POPOVIC-GECAN Iva;OBOROVECKI Mihaela;OBOROVECKI Mihaela
mp000568;NC2021CRO;M;;;;;;6;;;;;;0;Gold Final;1249,533045;1265,854794;1256,520674;1240,198925;CRO00036;CRO00021;CRO00036;OBOROVECKI Martin;PEREGLIN Domagoj;OBOROVECKI Martin
mp000569;NC2021CRO;W;;;;;;5;;;;;;3;Gold Final;1083,203617;1077,636709;1353,81722;1359,384128;CRO00055;CRO00004;CRO00055;MRNJAVCIC PEREGLIN Valentina;KOMAR Sanja;MRNJAVCIC PEREGLIN Valentina
mp000570;BC2021CZE;M;;;;;;6;;;;;;0;Round of 16;1240,198925;1244,950684;936,8052941;932,0535352;CRO00021;CZE00032;CRO00021;PEREGLIN Domagoj;KUBESA Oldrich;PEREGLIN Domagoj
mp000571;BC2021CZE;M;;;;;;5;;;;;;1;Round of 16;1060,473122;1072,762038;978,3943371;966,1054216;CRO00106;HUN00021;CRO00106;ZUPANIC Fran;MATRAI Istvan;ZUPANIC Fran
mp000572;BC2021CZE;M;;;;;;6;;;;;;4;Round of 16;962,6777767;978,8412507;966,227692;950,064218;HUN00019;CZE00006;HUN00019;SVAB Sandor;LOSERT Vaclav;SVAB Sandor
mp000573;BC2021CZE;M;;;;;;5q;;;;;;5;Round of 16;966,4857094;982,7976182;973,2595825;956,9476736;CZE00044;CZE00132;CZE00044;VYSKOCIL Denis;KRATOCHVILA Pavel;VYSKOCIL Denis
mp000574;BC2021CZE;M;;;;;;6;;;;;;0;Round of 16;1265,854794;1271,239429;988,2643219;982,8796872;CRO00036;CZE00061;CRO00036;OBOROVECKI Martin;MIKESTIK Martin;OBOROVECKI Martin
mp000575;BC2021CZE;M;;;;;;4;;;;;;6;Round of 16;986,9111731;969,8654293;964,1707174;981,2164612;CRO00011;CRO00110;CRO00110;TIJAN Zeljko;TOMIC Marko;TOMIC Marko
mp000576;BC2021CZE;M;;;;;;6;;;;;;0;Round of 16;1171,979387;1179,297211;960,7787777;953,4609542;CZE00013;CZE00060;CZE00013;KORBAR Bohumil;BABORAK Frantisek;KORBAR Bohumil
mp000577;BC2021CZE;M;;;;;;6;;;;;;2;Round of 16;982,2755077;997,3034317;961,1411174;946,1131933;CZE00031;CZE00034;CZE00031;NEDELNIK Josef;ANDRES Lukas;NEDELNIK Josef
mp000578;BC2021CZE;W;;;;;;5;;;;;;3;Round of 16;1021,807521;1035,666792;975,0417773;961,1825065;CZE00030;HUN00008;CZE00030;NEDELNIKOVA Hana;LENART Agota;NEDELNIKOVA Hana
