athlete_id;comp_id;cat;rank;points
CZE00030;WCF2023HUN;W;8;105
CZE00027;WCF2023HUN;W;9;95
FRA00062;WCF2023HUN;W;10;90
FRA00023;WCF2023HUN;W;11;80
CZE00029;WCF2023HUN;W;12;58
HUN00008;WCF2023HUN;W;13;54
CZE00042;WCF2023HUN;W;14;52
CRO00053;WCF2023HUN;W;15;52
FRA00034;WCF2023HUN;W;16;50
FRA00077;WCF2023HUN;W;17;46
FRA00024;WCF2023HUN;W;18;30
CZE00046;WCF2023HUN;W;19;26
HUN00028;WCF2023HUN;W;20;22
CZE00038;WCF2023HUN;W;21;12
EST00038;WCF2023HUN;W;22;10
FRA00081;WCF2023HUN;W;23;9
CZE00024;WCF2023HUN;W;24;8
CZE00045;WCF2023HUN;W;25;7
CZE00016;WCF2023HUN;W;26;6
CRO00021;WC2024CZE;M;1;80
CRO00036;WC2024CZE;M;2;70
CRO00030;WC2024CZE;M;3;60
HUN00019;WC2024CZE;M;4;50
CZE00044;WC2024CZE;M;5;45
AUT00017;WC2024CZE;M;6;40
GER00031;WC2024CZE;M;7;35
AUT00018;WC2024CZE;M;8;30
CRO00011;WC2024CZE;M;9;25
SUI00007;WC2024CZE;M;10;22
CZE00051;WC2024CZE;M;11;20
AUT00016;WC2024CZE;M;12;18
CZE00047;WC2024CZE;M;13;16
SUI00005;WC2024CZE;M;14;14
CZE00034;WC2024CZE;M;15;12
HUN00024;WC2024CZE;M;16;10
GER00089;WC2024CZE;M;17;9
CZE00032;WC2024CZE;M;18;8
GER00087;WC2024CZE;M;19;7
CRO00055;WC2024CZE;W;1;80
CRO00004;WC2024CZE;W;2;70
CRO00042;WC2024CZE;W;3;60
CRO00046;WC2024CZE;W;4;50
CZE00042;WC2024CZE;W;5;45
CZE00027;WC2024CZE;W;6;40
CZE00030;WC2024CZE;W;7;35
CZE00029;WC2024CZE;W;8;30
CZE00038;WC2024CZE;W;9;25
CZE00046;WC2024CZE;W;10;22
HUN00028;WC2024CZE;W;11;20
CRO00021;WC2024CRO;M;1;160
CRO00036;WC2024CRO;M;2;140
CZE00044;WC2024CRO;M;3;80
HUN00019;WC2024CRO;M;4;66
AUT00017;WC2024CRO;M;5;62
FRA00008;WC2024CRO;M;6;60
CRO00030;WC2024CRO;M;7;60
AUT00018;WC2024CRO;M;8;55
FRA00025;WC2024CRO;M;9;50
FRA00046;WC2024CRO;M;10;45
CRO00025;WC2024CRO;M;11;40
GER00031;WC2024CRO;M;12;35
SUI00007;WC2024CRO;M;13;31
SUI00023;WC2024CRO;M;14;30
AUT00016;WC2024CRO;M;15;30
CZE00051;WC2024CRO;M;16;27
CRO00011;WC2024CRO;M;17;25
CZE00047;WC2024CRO;M;18;24
FRA00059;WC2024CRO;M;19;20
CZE00031;WC2024CRO;M;20;18
GER00089;WC2024CRO;M;21;15
FRA00079;WC2024CRO;M;22;14
SUI00005;WC2024CRO;M;23;14
CZE00034;WC2024CRO;M;24;12
FRA00061;WC2024CRO;M;25;10
HUN00024;WC2024CRO;M;26;10
CZE00032;WC2024CRO;M;27;8
GER00087;WC2024CRO;M;28;7
CRO00055;WC2024CRO;W;1;160
CRO00042;WC2024CRO;W;2;130
CRO00004;WC2024CRO;W;3;115
CRO00046;WC2024CRO;W;4;110
CZE00030;WC2024CRO;W;5;75
CZE00042;WC2024CRO;W;6;65
FRA00040;WC2024CRO;W;7;60
CZE00027;WC2024CRO;W;8;58
CZE00029;WC2024CRO;W;9;42
CRO00031;WC2024CRO;W;10;35
CZE00038;WC2024CRO;W;11;32
FRA00034;WC2024CRO;W;12;30
CZE00046;WC2024CRO;W;13;30
HUN00028;WC2024CRO;W;14;29
FRA00056;WC2024CRO;W;15;25
FRA00077;WC2024CRO;W;16;22
FRA00023;WC2024CRO;W;17;16
CRO00068;WC2024CRO;W;18;14
FRA00078;WC2024CRO;W;19;10
GER00053;WC2024CRO;W;20;6
CRO00021;ECH2024CRO;M;1;230
CRO00036;ECH2024CRO;M;2;220
CRO00030;ECH2024CRO;M;3;100
CZE00044;ECH2024CRO;M;4;98
FRA00025;ECH2024CRO;M;5;95
CRO00025;ECH2024CRO;M;6;90
FRA00008;ECH2024CRO;M;7;90
HUN00019;ECH2024CRO;M;8;88
AUT00017;ECH2024CRO;M;9;74
FRA00046;ECH2024CRO;M;10;70
SUI00023;ECH2024CRO;M;11;65
CRO00044;ECH2024CRO;M;12;60
AUT00018;ECH2024CRO;M;13;56
CRO00011;ECH2024CRO;M;14;45
GER00031;ECH2024CRO;M;15;44
AUT00016;ECH2024CRO;M;16;35
SUI00007;ECH2024CRO;M;17;31
FRA00059;ECH2024CRO;M;18;27
CZE00051;ECH2024CRO;M;19;27
CZE00047;ECH2024CRO;M;20;26
CZE00031;ECH2024CRO;M;21;19
GER00028;ECH2024CRO;M;22;16
GER00089;ECH2024CRO;M;23;15
CRO00052;ECH2024CRO;M;24;14
SUI00005;ECH2024CRO;M;25;14
FRA00079;ECH2024CRO;M;26;14
FRA00061;ECH2024CRO;M;27;13
CZE00034;ECH2024CRO;M;28;12
CRO00067;ECH2024CRO;M;29;10
HUN00024;ECH2024CRO;M;30;10
GER00035;ECH2024CRO;M;31;8
CZE00032;ECH2024CRO;M;32;8
GER00087;ECH2024CRO;M;33;7
EST00031;ECH2024CRO;M;34;6
EST00010;ECH2024CRO;M;35;4
EST00043;ECH2024CRO;M;36;0
EST00023;ECH2024CRO;M;37;0
EST00044;ECH2024CRO;M;38;0
HUN00021;ECH2024CRO;M;39;0
EST00040;ECH2024CRO;M;40;0
EST00035;ECH2024CRO;M;41;0
HUN00038;ECH2024CRO;M;42;0
EST00034;ECH2024CRO;M;43;0
BUL00001;ECH2024CRO;M;44;0
HUN00027;ECH2024CRO;M;45;0
EST00039;ECH2024CRO;M;46;0
EST00042;ECH2024CRO;M;47;0
CRO00055;ECH2024CRO;W;1;240
CRO00042;ECH2024CRO;W;2;200
CRO00004;ECH2024CRO;W;3;175
CRO00046;ECH2024CRO;W;4;110
FRA00040;ECH2024CRO;W;5;100
CZE00030;ECH2024CRO;W;6;89
CRO00031;ECH2024CRO;W;7;85
CZE00042;ECH2024CRO;W;8;75
CZE00027;ECH2024CRO;W;9;74
FRA00034;ECH2024CRO;W;10;60
CZE00029;ECH2024CRO;W;11;54
FRA00056;ECH2024CRO;W;12;50
HUN00026;ECH2024CRO;W;13;45
FRA00023;ECH2024CRO;W;14;38
CRO00053;ECH2024CRO;W;15;35
CZE00046;ECH2024CRO;W;16;35
HUN00028;ECH2024CRO;W;17;33
CZE00038;ECH2024CRO;W;18;32
CRO00068;ECH2024CRO;W;19;34
FRA00077;ECH2024CRO;W;20;30
CRO00056;ECH2024CRO;W;21;18
FRA00078;ECH2024CRO;W;22;17
EST00008;ECH2024CRO;W;23;9
CZE00045;ECH2024CRO;W;24;6
GER00053;ECH2024CRO;W;25;6
EST00038;ECH2024CRO;W;26;3
CRO00021;WCF2024CRO;M;1;310
CRO00036;WCF2024CRO;M;2;290
CRO00030;WCF2024CRO;M;3;160
FRA00008;WCF2024CRO;M;4;140
CZE00044;WCF2024CRO;M;5;138
CRO00025;WCF2024CRO;M;6;135
HUN00019;WCF2024CRO;M;7;108
FRA00046;WCF2024CRO;M;8;95
FRA00025;WCF2024CRO;M;9;95
CRO00044;WCF2024CRO;M;10;90
AUT00017;WCF2024CRO;M;11;74
SUI00023;WCF2024CRO;M;12;65
AUT00018;WCF2024CRO;M;13;56
FRA00059;WCF2024CRO;M;14;49
CRO00011;WCF2024CRO;M;15;45
GER00031;WCF2024CRO;M;16;44
CZE00047;WCF2024CRO;M;17;40
EST00010;WCF2024CRO;M;18;39
CZE00031;WCF2024CRO;M;19;37
AUT00016;WCF2024CRO;M;20;35
SUI00007;WCF2024CRO;M;21;31
CZE00051;WCF2024CRO;M;22;27
HUN00024;WCF2024CRO;M;23;20
EST00031;WCF2024CRO;M;24;18
EST00043;WCF2024CRO;M;25;16
GER00028;WCF2024CRO;M;26;16
GER00089;WCF2024CRO;M;27;15
CRO00052;WCF2024CRO;M;28;14
SUI00005;WCF2024CRO;M;29;14
FRA00079;WCF2024CRO;M;30;14
FRA00061;WCF2024CRO;M;31;13
CZE00034;WCF2024CRO;M;32;12
CRO00067;WCF2024CRO;M;33;10
GER00035;WCF2024CRO;M;34;8
CZE00032;WCF2024CRO;M;35;8
GER00087;WCF2024CRO;M;36;7
EST00023;WCF2024CRO;M;37;0
EST00044;WCF2024CRO;M;38;0
HUN00021;WCF2024CRO;M;39;0
EST00040;WCF2024CRO;M;40;0
EST00035;WCF2024CRO;M;41;0
HUN00038;WCF2024CRO;M;42;0
EST00034;WCF2024CRO;M;43;0
BUL00001;WCF2024CRO;M;44;0
HUN00027;WCF2024CRO;M;45;0
EST00039;WCF2024CRO;M;46;0
EST00042;WCF2024CRO;M;47;0
CRO00055;WCF2024CRO;W;1;300
CRO00004;WCF2024CRO;W;2;245
CRO00042;WCF2024CRO;W;3;245
CRO00031;WCF2024CRO;W;4;165
FRA00040;WCF2024CRO;W;5;140
CZE00042;WCF2024CRO;W;6;125
CZE00030;WCF2024CRO;W;7;114
CRO00046;WCF2024CRO;W;8;110
CZE00027;WCF2024CRO;W;9;92
FRA00056;WCF2024CRO;W;10;70
HUN00026;WCF2024CRO;W;11;67
FRA00077;WCF2024CRO;W;12;65
CZE00038;WCF2024CRO;W;13;62
FRA00034;WCF2024CRO;W;14;60
FRA00023;WCF2024CRO;W;15;54
CZE00029;WCF2024CRO;W;16;54
CZE00046;WCF2024CRO;W;17;49
HUN00028;WCF2024CRO;W;18;45
CRO00053;WCF2024CRO;W;19;35
CRO00068;WCF2024CRO;W;20;34
CRO00056;WCF2024CRO;W;21;18
FRA00078;WCF2024CRO;W;22;17
EST00008;WCF2024CRO;W;23;9
CZE00045;WCF2024CRO;W;24;6
GER00053;WCF2024CRO;W;25;6
EST00038;WCF2024CRO;W;26;3
CRO00021;WC2025CZE;M;1;80
CRO00036;WC2025CZE;M;2;70
CRO00067;WC2025CZE;M;3;60
CRO00057;WC2025CZE;M;4;50
FRA00012;WC2025CZE;M;5;45
GER00031;WC2025CZE;M;6;40
AUT00020;WC2025CZE;M;7;35
HUN00019;WC2025CZE;M;8;30
FRA00060;WC2025CZE;M;9;25
AUT00018;WC2025CZE;M;10;22
AUT00017;WC2025CZE;M;11;20
CZE00044;WC2025CZE;M;12;18
CZE00047;WC2025CZE;M;13;16
AUT00012;WC2025CZE;M;14;14
SUI00005;WC2025CZE;M;15;12
AUT00016;WC2025CZE;M;16;10
HUN00024;WC2025CZE;M;17;9
GER00087;WC2025CZE;M;18;8
SUI00007;WC2025CZE;M;19;7
AUT00019;WC2025CZE;M;20;6
GER00089;WC2025CZE;M;21;5
CRO00042;WC2025CZE;W;1;80
CRO00055;WC2025CZE;W;2;70
CRO00031;WC2025CZE;W;3;60
FRA00040;WC2025CZE;W;4;50
CRO00004;WC2025CZE;W;5;45
HUN00026;WC2025CZE;W;6;40
CZE00042;WC2025CZE;W;7;35
CZE00030;WC2025CZE;W;8;30
CZE00029;WC2025CZE;W;9;25
CZE00038;WC2025CZE;W;10;22
HUN00028;WC2025CZE;W;11;20
CZE00046;WC2025CZE;W;12;18
HUN00008;WC2025CZE;W;13;16
GER00053;WC2025CZE;W;14;14
CRO00021;WC2025CRO;M;1;160
CRO00036;WC2025CRO;M;2;140
CRO00067;WC2025CRO;M;3;110
FRA00012;WC2025CRO;M;4;90
FRA00060;WC2025CRO;M;5;65
CRO00030;WC2025CRO;M;6;60
AUT00017;WC2025CRO;M;7;50
CRO00057;WC2025CRO;M;8;50
HUN00019;WC2025CRO;M;9;42
CZE00044;WC2025CRO;M;10;40
GER00031;WC2025CRO;M;11;40
CZE00047;WC2025CRO;M;12;36
CRO00025;WC2025CRO;M;13;35
AUT00020;WC2025CRO;M;14;35
AUT00018;WC2025CRO;M;15;32
SUI00005;WC2025CRO;M;16;30
FRA00020;WC2025CRO;M;17;25
AUT00016;WC2025CRO;M;18;24
HUN00024;WC2025CRO;M;19;17
SUI00023;WC2025CRO;M;20;16
SUI00007;WC2025CRO;M;21;16
AUT00012;WC2025CRO;M;22;14
AUT00019;WC2025CRO;M;23;13
GER00089;WC2025CRO;M;24;11
GER00087;WC2025CRO;M;25;8
CRO00055;WC2025CRO;W;1;150
CRO00042;WC2025CRO;W;2;150
FRA00040;WC2025CRO;W;3;110
CRO00031;WC2025CRO;W;4;110
HUN00026;WC2025CRO;W;5;85
CRO00004;WC2025CRO;W;6;85
CZE00042;WC2025CRO;W;7;57
HUN00028;WC2025CRO;W;8;50
CZE00038;WC2025CRO;W;9;47
CZE00046;WC2025CRO;W;10;38
CRO00056;WC2025CRO;W;11;35
GER00053;WC2025CRO;W;12;30
HUN00008;WC2025CRO;W;13;30
CZE00030;WC2025CRO;W;14;30
CZE00029;WC2025CRO;W;15;25
CZE00045;WC2025CRO;W;16;18
CRO00021;WCH2025HUN;M;1;230
CRO00036;WCH2025HUN;M;2;220
CRO00067;WCH2025HUN;M;3;135
FRA00012;WCH2025HUN;M;4;120
CRO00030;WCH2025HUN;M;5;105
FRA00060;WCH2025HUN;M;6;105
CRO00025;WCH2025HUN;M;7;70
CRO00057;WCH2025HUN;M;8;66
CZE00044;WCH2025HUN;M;9;62
AUT00017;WCH2025HUN;M;10;62
FRA00025;WCH2025HUN;M;11;60
FRA00008;WCH2025HUN;M;12;50
HUN00019;WCH2025HUN;M;13;42
GER00031;WCH2025HUN;M;14;40
FRA00020;WCH2025HUN;M;15;39
CZE00047;WCH2025HUN;M;16;36
AUT00020;WCH2025HUN;M;17;35
AUT00016;WCH2025HUN;M;18;32
AUT00018;WCH2025HUN;M;19;32
SUI00005;WCH2025HUN;M;20;30
SUI00023;WCH2025HUN;M;21;25
FRA00055;WCH2025HUN;M;22;20
FRA00063;WCH2025HUN;M;23;18
HUN00024;WCH2025HUN;M;24;17
SUI00007;WCH2025HUN;M;25;16
AUT00012;WCH2025HUN;M;26;14
AUT00019;WCH2025HUN;M;27;13
GER00089;WCH2025HUN;M;28;11
GER00035;WCH2025HUN;M;29;10
GER00087;WCH2025HUN;M;30;8
FRA00061;WCH2025HUN;M;31;7
GER00028;WCH2025HUN;M;32;6
EST00010;WCH2025HUN;M;33;5
CRO00011;WCH2025HUN;M;34;4
EST00031;WCH2025HUN;M;35;3
SUI00022;WCH2025HUN;M;36;2
CRO00060;WCH2025HUN;M;37;1
EST00040;WCH2025HUN;M;38;0
EST00043;WCH2025HUN;M;39;0
EST00041;WCH2025HUN;M;40;0
EST00023;WCH2025HUN;M;41;0
EST00035;WCH2025HUN;M;42;0
HUN00027;WCH2025HUN;M;43;0
EST00044;WCH2025HUN;M;44;0
EST00039;WCH2025HUN;M;45;0
HUN00021;WCH2025HUN;M;46;0
EST00042;WCH2025HUN;M;47;0
CRO00055;WCH2025HUN;W;1;230
CRO00042;WCH2025HUN;W;2;195
CRO00031;WCH2025HUN;W;3;180
FRA00040;WCH2025HUN;W;4;145
HUN00026;WCH2025HUN;W;5;115
CRO00056;WCH2025HUN;W;6;95
CRO00004;WCH2025HUN;W;7;85
CZE00042;WCH2025HUN;W;8;75
CZE00038;WCH2025HUN;W;9;61
HUN00028;WCH2025HUN;W;10;58
FRA00024;WCH2025HUN;W;11;50
CZE00046;WCH2025HUN;W;12;47
FRA00056;WCH2025HUN;W;13;40
CZE00029;WCH2025HUN;W;14;37
HUN00008;WCH2025HUN;W;15;37
GER00053;WCH2025HUN;W;16;30
CZE00030;WCH2025HUN;W;17;30
FRA00034;WCH2025HUN;W;18;25
CZE00045;WCH2025HUN;W;19;23
FRA00062;WCH2025HUN;W;20;22
CRO00059;WCH2025HUN;W;21;20
EST00008;WCH2025HUN;W;22;16
CRO00058;WCH2025HUN;W;23;10
EST00038;WCH2025HUN;W;24;6
EST00045;WCH2025HUN;W;25;4
CRO00036;WCF2025AUT;M;1;300
CRO00021;WCF2025AUT;M;2;290
CRO00030;WCF2025AUT;M;3;175
FRA00012;WCF2025AUT;M;4;160
CRO00067;WCF2025AUT;M;5;160
CZE00044;WCF2025AUT;M;6;107
FRA00060;WCF2025AUT;M;7;105
AUT00017;WCF2025AUT;M;8;82
CRO00025;WCF2025AUT;M;9;70
FRA00063;WCF2025AUT;M;10;68
CZE00047;WCF2025AUT;M;11;66
CRO00057;WCF2025AUT;M;12;66
FRA00025;WCF2025AUT;M;13;60
HUN00019;WCF2025AUT;M;14;56
FRA00008;WCF2025AUT;M;15;50
AUT00018;WCF2025AUT;M;16;48
FRA00061;WCF2025AUT;M;17;42
GER00031;WCF2025AUT;M;18;40
FRA00020;WCF2025AUT;M;19;39
AUT00020;WCF2025AUT;M;20;35
AUT00016;WCF2025AUT;M;21;32
AUT00019;WCF2025AUT;M;22;31
SUI00005;WCF2025AUT;M;23;30
EST00010;WCF2025AUT;M;24;27
SUI00023;WCF2025AUT;M;25;25
FRA00055;WCF2025AUT;M;26;20
GER00087;WCF2025AUT;M;27;18
HUN00024;WCF2025AUT;M;28;17
SUI00007;WCF2025AUT;M;29;16
AUT00012;WCF2025AUT;M;30;14
EST00040;WCF2025AUT;M;31;12
GER00089;WCF2025AUT;M;32;11
GER00035;WCF2025AUT;M;33;10
GER00028;WCF2025AUT;M;34;6
CRO00011;WCF2025AUT;M;35;4
EST00031;WCF2025AUT;M;36;3
SUI00022;WCF2025AUT;M;37;2
CRO00060;WCF2025AUT;M;38;1
EST00043;WCF2025AUT;M;39;0
EST00041;WCF2025AUT;M;40;0
EST00023;WCF2025AUT;M;41;0
EST00035;WCF2025AUT;M;42;0
HUN00027;WCF2025AUT;M;43;0
EST00044;WCF2025AUT;M;44;0
EST00039;WCF2025AUT;M;45;0
HUN00021;WCF2025AUT;M;46;0
EST00042;WCF2025AUT;M;47;0
CRO00055;WCF2025AUT;W;1;310
CRO00031;WCF2025AUT;W;2;230
CRO00042;WCF2025AUT;W;3;195
FRA00040;WCF2025AUT;W;4;190
HUN00026;WCF2025AUT;W;5;185
CRO00056;WCF2025AUT;W;6;155
CZE00042;WCF2025AUT;W;7;105
CRO00004;WCF2025AUT;W;8;85
CZE00038;WCF2025AUT;W;9;83
FRA00056;WCF2025AUT;W;10;80
HUN00028;WCF2025AUT;W;11;74
CZE00029;WCF2025AUT;W;12;72
CZE00046;WCF2025AUT;W;13;67
FRA00024;WCF2025AUT;W;14;50
EST00008;WCF2025AUT;W;15;41
HUN00008;WCF2025AUT;W;16;37
GER00053;WCF2025AUT;W;17;30
CZE00030;WCF2025AUT;W;18;30
FRA00034;WCF2025AUT;W;19;25
EST00038;WCF2025AUT;W;20;24
CZE00045;WCF2025AUT;W;21;23
FRA00062;WCF2025AUT;W;22;22
CRO00059;WCF2025AUT;W;23;20
EST00045;WCF2025AUT;W;24;18
CRO00058;WCF2025AUT;W;25;10
